ID,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
301,1,0,male,61,0,0,111240,33.5,B19,S, ,245,"Brooklyn, NY"
302,1,0,male,47,0,0,36967,34.0208,D46,S, , ,"East Orange, NJ"
303,1,1,female,35,0,0,PC 17755,512.3292, ,C,3, , 
304,1,0,male,64,1,0,110813,75.25,D37,C, , ,"Portland, OR"
305,1,1,female,60,1,0,110813,75.25,D37,C,5, ,"Portland, OR"
306,1,0,male,60,0,0,113800,26.55, ,S, , ,"England Salt Lake City, Utah"
307,1,0,male,54,0,1,35281,77.2875,D26,S, , ,"Brunswick, ME"
308,1,0,male,21,0,1,35281,77.2875,D26,S, ,169,"Brunswick, ME"
309,1,1,female,55,0,0,PC 17760,135.6333,C32,C,8, ,"New York, NY / Briarcliff Manor NY"
310,1,1,female,31,0,2,36928,164.8667,C7,S,8, ,"Youngstown, OH"
311,1,0,male,57,1,1,36928,164.8667, ,S, , ,"Youngstown, OH"
312,1,1,female,45,1,1,36928,164.8667, ,S,8, ,"Youngstown, OH"
313,1,0,male,50,1,1,113503,211.5,C80,C, , ,"Elkins Park, PA"
314,1,0,male,27,0,2,113503,211.5,C82,C, , ,"Elkins Park, PA"
315,1,1,female,50,1,1,113503,211.5,C80,C,4, ,"Elkins Park, PA"
316,1,1,female,21,0,0,113795,26.55, ,S,8 10, ,"Duluth, MN"
317,1,0,male,51,0,1,PC 17597,61.3792, ,C, , ,"Geneva, Switzerland / Radnor, PA"
318,1,1,male,21,0,1,PC 17597,61.3792, ,C,A, ,"Geneva, Switzerland / Radnor, PA"
319,1,0,male, ,0,0,113510,35,C128,S, , ,"London, England"
320,1,1,female,31,0,0,16966,134.5,E39 E41,C,3, , 
321,1,1,male, ,0,0,19947,35.5,C52,S,D, ,"London, England"
322,1,0,male,62,0,0,113807,26.55, ,S, , ,"Halifax, NS"
323,1,1,female,36,0,0,PC 17760,135.6333,C32,C,8, ,"New York, NY / Washington, DC"
324,2,0,male,30,1,0,P/PP 3381,24, ,C, , ,"Russia New York, NY"
325,2,1,female,28,1,0,P/PP 3381,24, ,C,10, ,"Russia New York, NY"
326,2,0,male,30,0,0,248744,13, ,S, , ,"Bryn Mawr, PA, USA"
327,2,0,male,18,0,0,231945,11.5, ,S, , ,"Buenos Aires, Argentina / New Jersey, NJ"
328,2,0,male,25,0,0,C.A. 34050,10.5, ,S, , ,"Cornwall, England Houghton, MI"
329,2,0,male,34,1,0,226875,26, ,S, , ,"Warwick, England"
330,2,1,female,36,1,0,226875,26, ,S,11, ,"Warwick, England"
331,2,0,male,57,0,0,244346,13, ,S, , ,"West Hoboken, NJ"
332,2,0,male,18,0,0,29108,11.5, ,S, , ,"Penzance, Cornwall / Akron, OH"
333,2,0,male,23,0,0,C.A. 31030,10.5, ,S, , ,Guernsey
334,2,1,female,36,0,0,28551,13,D,S,10, ,"Bristol, Avon / Jacksonville, FL"
335,2,0,male,28,0,0,C.A./SOTON 34068,10.5, ,S, , ,"Plymouth, Dorset / Houghton, MI"
336,2,0,male,51,0,0,S.O.P. 1166,12.525, ,S, ,174,"Jacksonville, FL"
337,2,1,male,32,1,0,2908,26, ,S,13, ,"Norwich / New York, NY"
338,2,1,female,19,1,0,2908,26, ,S,13, ,"Norwich / New York, NY"
339,2,0,male,28,0,0,244358,26, ,S, , ,England
340,2,1,male,1,2,1,230136,39,F4,S,11, ,"Guntur, India / Benton Harbour, MI"
341,2,1,female,4,2,1,230136,39,F4,S,11, ,"Guntur, India / Benton Harbour, MI"
342,2,1,female,12,2,1,230136,39,F4,S,13, ,"Guntur, India / Benton Harbour, MI"
343,2,1,female,36,0,3,230136,39,F4,S,11, ,"Guntur, India / Benton Harbour, MI"
344,2,1,male,34,0,0,248698,13,D56,S,13, ,London
345,2,1,female,19,0,0,28404,13, ,S,12, ,"Rochester, NY"
346,2,0,male,23,0,0,28425,13, ,S, , ,"St Ives, Cornwall / Calumet, MI"
347,2,0,male,26,0,0,237670,13, ,S, , ,"Elmira, NY / Orange, NJ"
348,2,0,male,42,0,0,211535,13, ,S, , ,London
349,2,0,male,27,0,0,220367,13, ,S, , ,"Lake Arthur, Chavez County, NM"
350,2,1,female,24,0,0,248733,13,F33,S,11, ,"London / Montreal, PQ"
351,2,1,female,15,0,2,29750,39, ,S,14, ,"Cape Town, South Africa / Seattle, WA"
352,2,0,male,60,1,1,29750,39, ,S, , ,"Cape Town, South Africa / Seattle, WA"
353,2,1,female,40,1,1,29750,39, ,S,14, ,"Cape Town, South Africa / Seattle, WA"
354,2,1,female,20,1,0,236853,26, ,S,12, ,"Skara, Sweden / Rockford, IL"
355,2,0,male,25,1,0,236853,26, ,S, , ,"Skara, Sweden / Rockford, IL"
356,2,1,female,36,0,0,27849,13, ,S,9, ,"Sittingbourne, England / San Diego, CA"
357,2,0,male,25,0,0,234686,13, ,S, ,97,"Southsea, Hants"
358,2,0,male,42,0,0,244310,13, ,S, , ,London
359,2,1,female,42,0,0,236852,13, ,S, , ,"New York, NY"
360,2,1,male,0.8333,0,2,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL"
361,2,1,male,26,1,1,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL"
362,2,1,female,22,1,1,248738,29, ,S,13, ,"Bangkok, Thailand / Roseville, IL"
363,2,1,female,35,0,0,F.C.C. 13528,21, ,S,14, ,"Mamaroneck, NY"
364,2,0,male, ,0,0,239853,0, ,S, , ,Belfast
365,2,0,male,19,0,0,28424,13, ,S, ,18,"St Ives, Cornwall / Calumet, MI"
366,2,0,female,44,1,0,244252,26, ,S, , ,London
367,2,0,male,54,1,0,244252,26, ,S, , ,London
368,2,0,male,52,0,0,248731,13.5, ,S, ,130,"Bronx, NY"
369,2,0,male,37,1,0,SC/AH 29037,26, ,S, ,17,"Cornwall / Spokane, WA"
370,2,0,female,29,1,0,SC/AH 29037,26, ,S, , ,"Cornwall / Spokane, WA"
371,2,1,female,25,1,1,237789,30, ,S,12, ,London
372,2,1,female,45,0,2,237789,30, ,S,12, ,London
373,2,0,male,29,1,0,2003,26, ,S, , ,"England / San Francisco, CA"
374,2,1,female,28,1,0,2003,26, ,S,14, ,"England / San Francisco, CA"
375,2,0,male,29,0,0,W./C. 14263,10.5, ,S, , ,"Hartford, Huntingdonshire"
376,2,0,male,28,0,0,248740,13, ,S, , ,"Helsinki, Finland Ashtabula, Ohio"
377,2,1,male,24,0,0,28034,10.5, ,S,9, ,"London / Fort Byron, NY"
378,2,1,female,8,0,2,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID"
379,2,0,male,31,1,1,C.A. 31921,26.25, ,S, , ,"Bishopstoke, Hants / Fayette Valley, ID"
380,2,1,female,31,1,1,C.A. 31921,26.25, ,S,14, ,"Bishopstoke, Hants / Fayette Valley, ID"
381,2,1,female,22,0,0,W./C. 14266,10.5,F33,S,14, ,Pennsylvania
382,2,0,female,30,0,0,237249,13, ,S, , ,"Provo, UT"
383,2,0,female, ,0,0,F.C.C. 13534,21, ,S, , ,"Upper Burma, India Pittsburgh, PA"
384,2,0,male,21,0,0,29107,11.5, ,S, , ,"Penzance, Cornwall / Akron, OH"
385,2,0,male, ,0,0,239853,0, ,S, , ,Belfast
386,2,1,male,8,1,1,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI"
387,2,0,male,18,0,0,S.O.C. 14879,73.5, ,S, , ,"Lyndhurst, England"
388,2,1,female,48,0,2,C.A. 33112,36.75, ,S,14, ,"St Ives, Cornwall / Hancock, MI"
389,2,1,female,28,0,0,237668,13, ,S,13, ,"London / Staten Island, NY"
390,2,0,male,32,0,0,244360,13, ,S, , ,"Portugal / Sau Paulo, Brazil"
391,2,0,male,17,0,0,S.O.C. 14879,73.5, ,S, , , 
392,2,0,male,29,1,0,SC/PARIS 2167,27.7208, ,C, ,295,"Lucca, Italy / California"
393,2,1,female,24,1,0,SC/PARIS 2167,27.7208, ,C,12, ,"Lucca, Italy / California"
394,2,0,male,25,0,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ"
395,2,0,male,18,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England"
396,2,1,female,18,0,1,231919,23, ,S, , ,Southampton
397,2,1,female,34,0,1,231919,23, ,S, , ,Southampton
398,2,0,male,54,0,0,28403,26, ,S, , ,"Holley, NY"
399,2,1,male,8,0,2,28220,32.5, ,S,10, ,"Greenport, NY"
400,2,0,male,42,1,1,28220,32.5, ,S, , ,"Greenport, NY"
401,2,1,female,34,1,1,28220,32.5, ,S,10, ,"Greenport, NY"
402,2,1,female,27,1,0,SC/PARIS 2149,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba"
403,2,1,female,30,1,0,SC/PARIS 2148,13.8583, ,C,12, ,"Barcelona, Spain / Havana, Cuba"
404,2,0,male,23,0,0,29751,13, ,S, , ,"England / Detroit, MI"
405,2,0,male,21,0,0,236854,13, ,S, , ,"Goteborg, Sweden / Rockford, IL"
406,2,0,male,18,0,0,236171,13, ,S, , ,"Oslo, Norway Bayonne, NJ"
407,2,0,male,40,1,0,2926,26, ,S, ,286,"England / Philadelphia, PA"
408,2,1,female,29,1,0,2926,26, ,S,16, , 
409,2,0,male,18,0,0,C.A. 15185,10.5, ,S, , ,"Cornwall / Houghton, MI"
410,2,0,male,36,0,0,229236,13, ,S, ,236,"Rochester, NY"
411,2,0,male, ,0,0,239854,0, ,S, , ,Belfast
412,2,0,female,38,0,0,237671,13, ,S, , ,"Janjgir, India / Pennsylvania"
413,2,0,male,35,0,0,239865,26, ,S, ,322,"Liverpool / Montreal, PQ"
414,2,0,male,38,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO"
415,2,0,male,34,1,0,28664,21, ,S, , ,"Cornwall / Clear Creek, CO"
416,2,1,female,34,0,0,243880,13, ,S,12, ,"Brooklyn, NY"
417,2,0,male,16,0,0,239865,26, ,S, , ,"Liverpool / Montreal, PQ"
418,2,0,male,26,0,0,31028,10.5, ,S, , ,"Guernsey / Elizabeth, NJ"
419,2,0,male,47,0,0,C.A. 30769,10.5, ,S, , ,Cornwall
420,2,0,male,21,1,0,28133,11.5, ,S, , ,"Cornwall / Camden, NJ"
421,2,0,male,21,1,0,28134,11.5, ,S, , ,"Cornwall / Camden, NJ"
422,2,0,male,24,0,0,248726,13.5, ,S, ,297,"West Kensington, London"
423,2,0,male,24,0,0,233866,13, ,S, ,155,"Clevedon, England"
424,2,0,male,34,0,0,12233,13, ,S, , ,"Vancouver, BC"
425,2,0,male,30,0,0,250646,13, ,S, ,305, 
426,2,0,male,52,0,0,250647,13, ,S, ,19,"Bronx, NY"
427,2,0,male,30,0,0,250653,13, ,S, ,75,"Auburn, NY"
428,2,1,male,0.6667,1,1,250649,14.5, ,S,4, ,"Detroit, MI"
429,2,1,female,24,0,2,250649,14.5, ,S,4, ,"Detroit, MI"
430,2,0,male,44,0,0,248746,13, ,S, ,35,"Seattle, WA / Toledo, OH"
431,2,1,female,6,0,1,248727,33, ,S,11, ,"Denmark Hill, Surrey / Chicago"
432,2,0,male,28,0,1,248727,33, ,S, , ,"Denmark Hill, Surrey / Chicago"
433,2,1,male,62,0,0,S.W./PP 752,10.5, ,S,15, ,London
434,2,0,male,30,0,0,W/C 14208,10.5, ,S, , ,"Walthamstow, England"
435,2,1,female,7,0,2,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB"
436,2,0,male,43,1,1,F.C.C. 13529,26.25, ,S, , ,"Ilford, Essex / Winnipeg, MB"
437,2,1,female,45,1,1,F.C.C. 13529,26.25, ,S,14, ,"Ilford, Essex / Winnipeg, MB"
438,2,1,female,24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ"
439,2,1,female,24,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ"
440,2,0,male,49,1,2,220845,65, ,S, , ,"Somerset / Bernardsville, NJ"
441,2,1,female,48,1,2,220845,65, ,S,9, ,"Somerset / Bernardsville, NJ"
442,2,1,female,55,0,0,248706,16, ,S,13, ,"India / Rapid City, SD"
443,2,0,male,24,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB"
444,2,0,male,32,2,0,S.O.C. 14879,73.5, ,S, ,256,"West Hampstead, London / Neepawa, MB"
445,2,0,male,21,2,0,S.O.C. 14879,73.5, ,S, , ,"West Hampstead, London / Neepawa, MB"
446,2,0,female,18,1,1,250650,13, ,S, , ,"Kontiolahti, Finland / Detroit, MI"
447,2,1,female,20,2,1,29105,23, ,S,4, ,"Cornwall / Akron, OH"
448,2,0,male,23,2,1,29104,11.5, ,S, , ,"Cornwall / Akron, OH"
449,2,0,male,36,0,0,242963,13, ,S, , ,"Devonport, England"
450,2,1,female,54,1,3,29105,23, ,S,4, ,"Cornwall / Akron, OH"
451,2,0,male,50,0,0,250643,13, ,S, ,149,Southampton
452,2,0,male,44,1,0,26707,26, ,S, , ,"England / Sacramento, CA"
453,2,1,female,29,1,0,26707,26, ,S,10, ,"England / Sacramento, CA"
454,2,0,male,21,0,0,S.O.C. 14879,73.5, ,S, , ,"New Forest, England"
455,2,1,male,42,0,0,237798,13, ,S,10, ,"Tokyo, Japan"
456,2,0,male,63,1,0,24065,26, ,S, , ,"Swindon, England"
457,2,0,female,60,1,0,24065,26, ,S, , ,"Swindon, England"
458,2,0,male,33,0,0,SCO/W 1585,12.275, ,S, , ,"Philadelphia, PA"
459,2,1,female,17,0,0,SO/C 14885,10.5, ,S, , ,Guernsey
460,2,0,male,42,1,0,243847,27, ,S, , ,London
461,2,1,female,24,2,1,243847,27, ,S,12, ,London
462,2,0,male,47,0,0,237565,15, ,S, , ,"North Evington, England"
463,2,0,male,24,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ"
464,2,0,male,22,2,0,C.A. 31029,31.5, ,S, , ,"Guernsey / Elizabeth, NJ"
465,2,0,male,32,0,0,C.A. 33111,10.5, ,S, , ,"St Ives, Cornwall / Houghton, MI"
466,2,1,female,23,0,0,SC/AH Basle 541,13.7917,D,C,11, ,"New York, NY"
467,2,0,male,34,1,0,244367,26, ,S, ,283,"Moscow / Bronx, NY"
468,2,1,female,24,1,0,244367,26, ,S,12, ,"Moscow / Bronx, NY"
469,2,0,female,22,0,0,F.C.C. 13534,21, ,S, , ,"India / Pittsburgh, PA"
470,2,1,female, ,0,0,226593,12.35,E101,Q,10, ,"Harrisburg, PA"
471,2,0,male,35,0,0,233734,12.35, ,Q, , , 
472,2,1,female,45,0,0,223596,13.5, ,S,9, ,"London / New York, NY"
473,2,0,male,57,0,0,219533,12.35, ,Q, , ,"Glasgow / Bangor, ME"
474,2,0,male, ,0,0,239855,0, ,S, , ,Belfast
475,2,0,male,31,0,0,C.A. 18723,10.5, ,S, ,165,"Sweden / Arlington, NJ"
476,2,0,female,26,1,1,250651,26, ,S, , ,"Minneapolis, MN"
477,2,0,male,30,1,1,250651,26, ,S, , ,"Minneapolis, MN"
478,2,0,male, ,0,0,240261,10.7083, ,Q, , , 
479,2,1,female,1,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti
480,2,1,female,3,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti
481,2,0,male,25,1,2,SC/Paris 2123,41.5792, ,C, , ,Paris / Haiti
482,2,1,female,22,1,2,SC/Paris 2123,41.5792, ,C,14, ,Paris / Haiti
483,2,1,female,17,0,0,SC 1748,12, ,C,12, ,"Berne, Switzerland / Central City, IA"
484,2,1,female, ,0,0,248727,33, ,S,11, ,"London / Chicago, IL"
485,2,1,female,34,0,0,C.A. 34260,10.5,F33,S,14, ,"Chicago, IL"
486,2,0,male,36,0,0,SC/Paris 2163,12.875,D,C, , ,"Montreal, PQ"
487,2,0,male,24,0,0,C.A. 29566,10.5, ,S, ,108, 
488,2,0,male,61,0,0,235509,12.35, ,Q, , , 
489,2,0,male,50,1,0,SC/AH 3085,26, ,S, ,121,"Weston-Super-Mare, Somerset"
490,2,1,female,42,1,0,SC/AH 3085,26, ,S, , ,"Weston-Super-Mare, Somerset"
491,2,0,female,57,0,0,S.O./P.P. 3,10.5,E77,S, ,52,"Southampton / New York, NY"
492,2,0,male, ,0,0,237735,15.0458,D,C, , ,Paris
493,2,1,male,1,0,2,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ"
494,2,0,male,31,1,1,S.C./PARIS 2079,37.0042, ,C, , ,"Paris / Montreal, PQ"
495,2,1,female,24,1,1,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ"
496,2,0,male, ,0,0,SC/A.3 2861,15.5792, ,C, , ,"New York, NY"
497,2,0,male,30,0,0,28228,13, ,S, , ,"St Austall, Cornwall"
498,2,0,male,40,0,0,239059,16, ,S, , ,"Weston-Super-Mare / Moose Jaw, SK"
499,2,0,male,32,0,0,237216,13.5, ,S, ,209,"Sydney, Australia"
500,2,0,male,30,0,0,233478,13, ,S, , ,"Sarnia, ON"
501,2,0,male,46,0,0,28403,26, ,S, , ,"Rochester, NY"
502,2,1,female,13,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT"
503,2,1,female,41,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT"
504,2,1,male,19,0,0,SW/PP 751,10.5, ,S,B, ,"Chelsea, London"
505,2,0,male,39,0,0,248723,13, ,S, , ,"Harrow-on-the-Hill, Middlesex"
506,2,0,male,48,0,0,234360,13, ,S, ,271,"Copenhagen, Denmark"
507,2,0,male,70,0,0,C.A. 24580,10.5, ,S, , ,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
508,2,0,male,27,0,0,211536,13, ,S, , ,"Worcester, MA"
509,2,0,male,54,0,0,29011,14, ,S, , ,"Frankfort, KY"
510,2,0,male,39,0,0,250655,26, ,S, , , 
511,2,0,male,16,0,0,S.O./P.P. 3,10.5, ,S, , ,"Halesworth, England"
512,2,0,male,62,0,0,240276,9.6875, ,Q, , ,"Cambridge, MA"
513,2,0,male,32.5,1,0,237736,30.0708, ,C, ,43,"New York, NY"
514,2,1,female,14,1,0,237736,30.0708, ,C, , ,"New York, NY"
515,2,1,male,2,1,1,230080,26,F2,S,D, ,"Nice, France"
516,2,1,male,3,1,1,230080,26,F2,S,D, ,"Nice, France"
517,2,0,male,36.5,0,2,230080,26,F2,S, ,15,"Nice, France"
518,2,0,male,26,0,0,244368,13,F2,S, , ,"Boston, MA"
519,2,0,male,19,1,1,C.A. 33112,36.75, ,S, ,101,"Cornwall / Hancock, MI"
520,2,0,male,28,0,0,218629,13.5, ,S, ,287,Glasgow
521,2,1,male,20,0,0,SC/PARIS 2166,13.8625,D38,C,7, ,"Cologne, Germany"
522,2,1,female,29,0,0,C.A. 29395,10.5,F33,S,11, ,"Folkstone, Kent / New York, NY"
523,2,0,male,39,0,0,28213,13, ,S, , ,"Middleburg Heights, OH"
524,2,1,male,22,0,0,W./C. 14260,10.5, ,S,13, ,"Pondersend, England / New Durham, NJ"
525,2,1,male, ,0,0,SC/PARIS 2146,13.8625, ,C,9, ,"Spain / Havana, Cuba"
526,2,0,male,23,0,0,244278,10.5, ,S, , ,"Hamilton, ON"
527,2,1,male,29,0,0,SC/PARIS 2147,13.8583, ,C,9, ,"Spain / Havana, Cuba"
528,2,0,male,28,0,0,SC 14888,10.5, ,S, , ,"St Andrews, Guernsey"
529,2,0,male, ,0,0,239853,0, ,S, , ,Belfast
530,2,1,female,50,0,1,230433,26, ,S,12, ,"Woodford County, KY"
531,2,0,male,19,0,0,28665,10.5, ,S, , ,"Gunnislake, England / Butte, MT"
532,2,0,male, ,0,0,SC/PARIS 2131,15.05, ,C, , , 
533,2,0,male,41,0,0,237393,13, ,S, , , 
534,2,1,female,21,0,1,S.O./P.P. 2,21, ,S,12, ,"Ilfracombe, Devon"
535,2,1,female,19,0,0,250655,26, ,S,11, ,"Worcester, England"
536,2,0,male,43,0,1,S.O./P.P. 2,21, ,S, , ,"Ilfracombe, Devon"
537,2,1,female,32,0,0,234604,13, ,S,9, ,Russia
538,2,0,male,34,0,0,250647,13, ,S, , ,"Denmark / New York, NY"
539,2,1,male,30,0,0,C.A. 34644,12.7375, ,C,14, ,"Milford, NH"
540,2,0,male,27,0,0,SC/PARIS 2168,15.0333, ,C, , ,Paris
541,2,1,female,2,1,1,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI"
542,2,1,female,8,1,1,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI"
543,2,1,female,33,0,2,26360,26, ,S,11, ,"Plymouth, Devon / Detroit, MI"
544,2,0,male,36,0,0,C.A. 17248,10.5, ,S, , ,"Brighton, Sussex"
545,2,0,male,34,1,0,31027,21, ,S,12, ,"Elizabeth, NJ"
546,2,1,female,30,3,0,31027,21, ,S, , ,"Elizabeth, NJ"
547,2,1,female,28,0,0,230434,13, ,S,9, ,Spain
548,2,0,male,23,0,0,SC/PARIS 2133,15.0458, ,C, , ,"Paris / Montreal, PQ"
549,2,1,male,0.8333,1,1,29106,18.75, ,S,4, ,"Cornwall / Akron, OH"
550,2,1,male,3,1,1,29106,18.75, ,S,4, ,"Cornwall / Akron, OH"
551,2,1,female,24,2,3,29106,18.75, ,S,4, ,"Cornwall / Akron, OH"
552,2,1,female,50,0,0,W./C. 14258,10.5, ,S,13, ,"London, England / Marietta, Ohio and Milwaukee, WI"
553,2,0,male,19,0,0,28004,10.5, ,S, , , 
554,2,1,female,21,0,0,C.A. 31026,10.5, ,S,12, ,"Guernsey / Wilmington, DE"
555,2,0,male,26,0,0,248659,13, ,S, , ,"Newark, NJ"
556,2,0,male,25,0,0,244361,13, ,S, , ,Liverpool
557,2,0,male,27,0,0,244358,26, ,S, , ,"Hornsey, England"
558,2,1,female,25,0,1,230433,26, ,S,12, ,"Deer Lodge, MT"
559,2,1,female,18,0,2,250652,13, ,S,16, ,"Finland / Minneapolis, MN"
560,2,1,female,20,0,0,C.A. 33112,36.75, ,S,11, ,"Cornwall / Hancock, MI"
561,2,1,female,30,0,0,250648,13, ,S,10, ,"Finland / Washington, DC"
562,2,0,male,59,0,0,237442,13.5, ,S, , ,"Sault St Marie, ON"
563,2,1,female,30,0,0,234818,12.35, ,Q,13, ,"Halifax, NS"
564,2,0,male,35,0,0,28206,10.5, ,S, , ,Cornwall
565,2,1,female,40,0,0,31418,13, ,S,9, , 
566,2,0,male,25,0,0,C.A. 29178,13, ,S, , ,"Cornwall / Houghton, MI"
567,2,0,male,41,0,0,237734,15.0458, ,C, , ,"New York, NY"
568,2,0,male,25,0,0,F.C.C. 13540,10.5, ,S, ,81,"Catford, Kent / Detroit, MI"
569,2,0,male,18.5,0,0,248734,13,F,S, ,294, 
570,2,0,male,14,0,0,220845,65, ,S, , ,"Somerset / Bernardsville, NJ"
571,2,1,female,50,0,0,F.C.C. 13531,10.5, ,S,9, ,"Indianapolis, IN"
572,2,0,male,23,0,0,233639,13, ,S, , , 
573,2,1,female,28,0,0,240929,12.65, ,S, , ,"Columbus, OH"
574,2,1,female,27,0,0,34218,10.5,E101,S,16, ,"Bath, England / Massachusetts"
575,2,0,male,29,1,0,11668,21, ,S, , ,"Plymouth, England"
576,2,0,female,27,1,0,11668,21, ,S, , ,"Plymouth, England"
577,2,0,male,40,0,0,28221,13, ,S, , ,"Barre, Co Washington, VT"
578,2,1,female,31,0,0,F.C.C. 13528,21, ,S,14, ,"Mamaroneck, NY"
579,2,0,male,30,1,0,CA 31352,21, ,S, , ,"Bristol, England / New Britain, CT"
580,2,0,male,23,1,0,28666,10.5, ,S, , , 
581,2,1,female,31,0,0,CA 31352,21, ,S,10, ,"Bristol, England / New Britain, CT"
582,2,0,male, ,0,0,239856,0, ,S, , ,Belfast
583,2,1,female,12,0,0,C.A. 33595,15.75, ,S,9, ,"Aberdeen / Portland, OR"
584,2,1,female,40,0,0,C.A. 33595,15.75, ,S,9, ,"Aberdeen / Portland, OR"
585,2,1,female,32.5,0,0,27267,13,E101,S,12, ,"England / Hartford, CT"
586,2,0,male,27,1,0,228414,26, ,S, ,293,"Bromsgrove, England / Montreal, PQ"
587,2,1,female,29,1,0,228414,26, ,S,10, ,"Bromsgrove, England / Montreal, PQ"
588,2,1,male,2,1,1,29103,23, ,S,14, ,"Cornwall / Akron, OH"
589,2,1,female,4,1,1,29103,23, ,S,14, ,"Cornwall / Akron, OH"
